Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
Jujur yg bikin ancur ya produk produk pemerintahan kita yang ancur banget  SAMPAI SAMPAI MERKA TUH GAK MALU MALU BERBUAT YG GAK PANTAS... gak pakek malu kek pejabat luar... Kita terang terangan loh,Jujur yg bikin ancur ya produk produk pemerintahan kita yang ancur banget SAMPAI SAMPAI MERKA TUH GAK MALU MALU BERBUAT YG GAK PANTAS gak pakek malu kek pejabat luar Kita terang terangan loh,jujur yg bikin ancur ya produk produk pemerintahan kita yang ancur banget sampai sampai merka tuh gak malu malu berbuat yg gak pantas gak pakek malu kek pejabat luar kita terang terangan loh,jujur yang bikin ancur ya produk produk pemerintahan kita yang ancur banget sampai sampai merka tuh tidak malu malu berbuat yang tidak pantas tidak pakek malu kayak pejabat luar kita terang terangan loh,jujur bikin ancur produk produk pemerintahan kita ancur sampai sampai merka tidak malu malu berbuat tidak pantas tidak pakek malu kayak pejabat luar kita terang terangan loh,"['jujur', 'bikin', 'ancur', 'produk', 'produk', 'pemerintahan', 'kita', 'ancur', 'sampai', 'sampai', 'merka', 'tidak', 'malu', 'malu', 'berbuat', 'tidak', 'pantas', 'tidak', 'pakek', 'malu', 'kayak', 'pejabat', 'luar', 'kita', 'terang', 'terangan', 'loh']","['jujur', 'bikin', 'ancur', 'produk', 'produk', 'perintah', 'kita', 'ancur', 'sampai', 'sampai', 'merka', 'tidak', 'malu', 'malu', 'buat', 'tidak', 'pantas', 'tidak', 'pakek', 'malu', 'kayak', 'jabat', 'luar', 'kita', 'terang', 'terang', 'loh']","['jujur', 'bikin', 'ancur', 'produk', 'produk', 'perintah', 'kita', 'ancur', 'sampai', 'sampai', 'merka', 'tidak', 'malu', 'malu', 'buat', 'tidak', 'pantas', 'tidak', 'pakek', 'malu', 'kayak', 'jabat', 'luar', 'kita', 'terang', 'terang', 'loh']",-27,0
Sadar indog,Sadar indog,sadar indog,sadar indog,sadar indog,"['sadar', 'indog']","['sadar', 'indog']","['sadar', 'indog']",1,1
"Selama korupsi masih ada , gausah ngarep apa2 , udah cuman itu aja mnurut saya pribadi 😅",Selama korupsi masih ada gausah ngarep apa2 udah cuman itu aja mnurut saya pribadi,selama korupsi masih ada gausah ngarep apa2 udah cuman itu aja mnurut saya pribadi,selama korupsi masih ada gausah ngarep apa-apa udah cuman itu saja mnurut saya pribadi,selama korupsi masih ada gausah ngarep apa-apa udah cuman itu saja mnurut saya pribadi,"['selama', 'korupsi', 'masih', 'ada', 'gausah', 'ngarep', 'apa-apa', 'udah', 'cuman', 'itu', 'saja', 'mnurut', 'saya', 'pribadi']","['lama', 'korupsi', 'masih', 'ada', 'gausah', 'ngarep', 'apa', 'udah', 'cuman', 'itu', 'saja', 'mnurut', 'saya', 'pribadi']","['lama', 'korupsi', 'masih', 'ada', 'gausah', 'ngarep', 'apa', 'udah', 'cuman', 'itu', 'saja', 'mnurut', 'saya', 'pribadi']",-24,0
Selama ada koruptor yg tetep kaya... hukum yg tebang pilih... kita hanya bisa berdoa,Selama ada koruptor yg tetep kaya hukum yg tebang pilih kita hanya bisa berdoa,selama ada koruptor yg tetep kaya hukum yg tebang pilih kita hanya bisa berdoa,selama ada koruptor yang tetep kaya hukum yang tebang pilih kita hanya bisa berdoa,selama ada koruptor tetep kaya hukum tebang pilih kita hanya bisa berdoa,"['selama', 'ada', 'koruptor', 'tetep', 'kaya', 'hukum', 'tebang', 'pilih', 'kita', 'hanya', 'bisa', 'berdoa']","['lama', 'ada', 'koruptor', 'tetep', 'kaya', 'hukum', 'tebang', 'pilih', 'kita', 'hanya', 'bisa', 'doa']","['lama', 'ada', 'koruptor', 'tetep', 'kaya', 'hukum', 'tebang', 'pilih', 'kita', 'hanya', 'bisa', 'doa']",-8,0
"Tingkatan dulu sdmnya min, tembak aja tu koruptor",Tingkatan dulu sdmnya min tembak aja tu koruptor,tingkatan dulu sdmnya min tembak aja tu koruptor,tingkatan dulu sdmnya min tembak saja tu koruptor,tingkatan dulu sdmnya min tembak saja tu koruptor,"['tingkatan', 'dulu', 'sdmnya', 'min', 'tembak', 'saja', 'tu', 'koruptor']","['tingkat', 'dulu', 'sdmnya', 'min', 'tembak', 'saja', 'tu', 'koruptor']","['tingkat', 'dulu', 'sdmnya', 'min', 'tembak', 'saja', 'tu', 'koruptor']",-7,0
"Sampai 2050 Indonesia ga bakal bisa maju jika KORUPSi jalan terooos 😯 Maju kagak,  Boncos iya 😱 Cuan Cuan Cuan 😆",Sampai 2050 Indonesia ga bakal bisa maju jika KORUPSi jalan terooos Maju kagak Boncos iya Cuan Cuan Cuan,sampai 2050 indonesia ga bakal bisa maju jika korupsi jalan terooos maju kagak boncos iya cuan cuan cuan,sampai 2050 indonesia tidak bakal bisa maju jika korupsi jalan terooos maju kagak boncos iya cuan cuan cuan,sampai 2050 indonesia tidak bakal bisa maju jika korupsi jalan terooos maju kagak boncos iya cuan cuan cuan,"['sampai', '2050', 'indonesia', 'tidak', 'bakal', 'bisa', 'maju', 'jika', 'korupsi', 'jalan', 'terooos', 'maju', 'kagak', 'boncos', 'iya', 'cuan', 'cuan', 'cuan']","['sampai', '2050', 'indonesia', 'tidak', 'bakal', 'bisa', 'maju', 'jika', 'korupsi', 'jalan', 'terooos', 'maju', 'kagak', 'boncos', 'iya', 'cuan', 'cuan', 'cuan']","['sampai', '2050', 'indonesia', 'tidak', 'bakal', 'bisa', 'maju', 'jika', 'korupsi', 'jalan', 'terooos', 'maju', 'kagak', 'boncos', 'iya', 'cuan', 'cuan', 'cuan']",-14,0
"Bang Raymond.. Cerdas, intelektual, dan berkarakter 👍👍",Bang Raymond Cerdas intelektual dan berkarakter,bang raymond cerdas intelektual dan berkarakter,bang raymond cerdas intelektual dan berkarakter,bang raymond cerdas intelektual berkarakter,"['bang', 'raymond', 'cerdas', 'intelektual', 'berkarakter']","['bang', 'raymond', 'cerdas', 'intelektual', 'karakter']","['bang', 'raymond', 'cerdas', 'intelektual', 'karakter']",3,1
Jalan& trotoar tolong diperlebar& perumnas sto. Buatkan rumah susun agar lahan hijau habis jd ton,Jalan trotoar tolong diperlebar perumnas sto Buatkan rumah susun agar lahan hijau habis jd ton,jalan trotoar tolong diperlebar perumnas sto buatkan rumah susun agar lahan hijau habis jd ton,jalan trotoar tolong diperlebar perumnas sto buatkan rumah susun agar lahan hijau habis jadi ton,jalan trotoar tolong diperlebar perumnas sto buatkan rumah susun agar lahan hijau habis jadi ton,"['jalan', 'trotoar', 'tolong', 'diperlebar', 'perumnas', 'sto', 'buatkan', 'rumah', 'susun', 'agar', 'lahan', 'hijau', 'habis', 'jadi', 'ton']","['jalan', 'trotoar', 'tolong', 'lebar', 'perumnas', 'sto', 'buat', 'rumah', 'susun', 'agar', 'lahan', 'hijau', 'habis', 'jadi', 'ton']","['jalan', 'trotoar', 'tolong', 'lebar', 'perumnas', 'sto', 'buat', 'rumah', 'susun', 'agar', 'lahan', 'hijau', 'habis', 'jadi', 'ton']",4,1
ko pesimis  bung..,ko pesimis bung,ko pesimis bung,ko pesimis bung,ko pesimis bung,"['ko', 'pesimis', 'bung']","['ko', 'pesimis', 'bung']","['ko', 'pesimis', 'bung']",0,1
"Sengkuni nih bos, lawannya yg pas cuma mas2 jawa yg kerja di adidas jerman doang ni kyknya😅",Sengkuni nih bos lawannya yg pas cuma mas2 jawa yg kerja di adidas jerman doang ni kyknya,sengkuni nih bos lawannya yg pas cuma mas2 jawa yg kerja di adidas jerman doang ni kyknya,sengkuni ini bos lawannya yang pas hanya mas2 jawa yang kerja di adidas jerman doang ni kyknya,sengkuni ini bos lawannya hanya mas2 jawa kerja adidas jerman doang ni kyknya,"['sengkuni', 'ini', 'bos', 'lawannya', 'hanya', 'mas2', 'jawa', 'kerja', 'adidas', 'jerman', 'doang', 'ni', 'kyknya']","['sengkuni', 'ini', 'bos', 'lawan', 'hanya', 'mas2', 'jawa', 'kerja', 'adidas', 'jerman', 'doang', 'ni', 'kyknya']","['sengkuni', 'ini', 'bos', 'lawan', 'hanya', 'mas2', 'jawa', 'kerja', 'adidas', 'jerman', 'doang', 'ni', 'kyknya']",-1,0
"3:28 HARI INI 15 OKTOBER 2024 JAM 12.48 SIANG
5 HARI lagi presiden JOKOWI akan habis masa jabatan dan digantikan oleh presiden PRABOWO dan GIBRAN sebagai wakil (anak dari jokowi)
nah dari sini aja kita tahu gimana CARAnya itu si GIBRAN bisa masuk jadi WAPRES.. (saya GOLPUT saat pemilu saya coblos semua) :D
jadinya menurut saya kalau negara ini berjalan dengan cara yang seperti ini, TIDAK AKAN negara INDONESIA akan EMAS pada tahun 2045, karena pemerintahnya mementingkan kepentingan golongan masing2.. :(",328 HARI INI 15 OKTOBER 2024 JAM 1248 SIANG 5 HARI lagi presiden JOKOWI akan habis masa jabatan dan digantikan oleh presiden PRABOWO dan GIBRAN sebagai wakil anak dari jokowi nah dari sini aja kita tahu gimana CARAnya itu si GIBRAN bisa masuk jadi WAPRES saya GOLPUT saat pemilu saya coblos semua D jadinya menurut saya kalau negara ini berjalan dengan cara yang seperti ini TIDAK AKAN negara INDONESIA akan EMAS pada tahun 2045 karena pemerintahnya mementingkan kepentingan golongan masing2,328 hari ini 15 oktober 2024 jam 1248 siang 5 hari lagi presiden jokowi akan habis masa jabatan dan digantikan oleh presiden prabowo dan gibran sebagai wakil anak dari jokowi nah dari sini aja kita tahu gimana caranya itu si gibran bisa masuk jadi wapres saya golput saat pemilu saya coblos semua d jadinya menurut saya kalau negara ini berjalan dengan cara yang seperti ini tidak akan negara indonesia akan emas pada tahun 2045 karena pemerintahnya mementingkan kepentingan golongan masing2,328 hari ini 15 oktober 2024 jam 1248 siang 5 hari lagi presiden jokowi akan habis masa jabatan dan digantikan oleh presiden prabowo dan gibran sebagai wakil anak dari jokowi nah dari sini saja kita tahu gimana caranya itu si gibran bisa masuk jadi wapres saya golput saat pemilu saya coblos semua d jadinya menurut saya kalau negara ini berjalan dengan cara yang seperti ini tidak akan negara indonesia akan emas pada tahun 2045 karena pemerintahnya mementingkan kepentingan golongan masing2,328 hari ini 15 oktober 2024 jam 1248 siang 5 hari lagi presiden jokowi akan habis masa jabatan digantikan oleh presiden prabowo gibran sebagai wakil anak dari jokowi nah dari sini saja kita tahu gimana caranya itu si gibran bisa masuk jadi wapres saya golput saat pemilu saya coblos semua d jadinya menurut saya kalau negara ini berjalan cara seperti ini tidak akan negara indonesia akan emas tahun 2045 karena pemerintahnya mementingkan kepentingan golongan masing2,"['328', 'hari', 'ini', '15', 'oktober', '2024', 'jam', '1248', 'siang', '5', 'hari', 'lagi', 'presiden', 'jokowi', 'akan', 'habis', 'masa', 'jabatan', 'digantikan', 'oleh', 'presiden', 'prabowo', 'gibran', 'sebagai', 'wakil', 'anak', 'dari', 'jokowi', 'nah', 'dari', 'sini', 'saja', 'kita', 'tahu', 'gimana', 'caranya', 'itu', 'si', 'gibran', 'bisa', 'masuk', 'jadi', 'wapres', 'saya', 'golput', 'saat', 'pemilu', 'saya', 'coblos', 'semua', 'd', 'jadinya', 'menurut', 'saya', 'kalau', 'negara', 'ini', 'berjalan', 'cara', 'seperti', 'ini', 'tidak', 'akan', 'negara', 'indonesia', 'akan', 'emas', 'tahun', '2045', 'karena', 'pemerintahnya', 'mementingkan', 'kepentingan', 'golongan', 'masing2']","['328', 'hari', 'ini', '15', 'oktober', '2024', 'jam', '1248', 'siang', '5', 'hari', 'lagi', 'presiden', 'jokowi', 'akan', 'habis', 'masa', 'jabat', 'ganti', 'oleh', 'presiden', 'prabowo', 'gibran', 'bagai', 'wakil', 'anak', 'dari', 'jokowi', 'nah', 'dari', 'sini', 'saja', 'kita', 'tahu', 'gimana', 'cara', 'itu', 'si', 'gibran', 'bisa', 'masuk', 'jadi', 'wapres', 'saya', 'golput', 'saat', 'milu', 'saya', 'coblos', 'semua', 'd', 'jadi', 'turut', 'saya', 'kalau', 'negara', 'ini', 'jalan', 'cara', 'seperti', 'ini', 'tidak', 'akan', 'negara', 'indonesia', 'akan', 'emas', 'tahun', '2045', 'karena', 'perintah', 'penting', 'penting', 'golong', 'masing2']","['328', 'hari', 'ini', '15', 'oktober', '2024', 'jam', '1248', 'siang', '5', 'hari', 'lagi', 'presiden', 'jokowi', 'akan', 'habis', 'masa', 'jabat', 'ganti', 'oleh', 'presiden', 'prabowo', 'gibran', 'bagai', 'wakil', 'anak', 'dari', 'jokowi', 'nah', 'dari', 'sini', 'saja', 'kita', 'tahu', 'gimana', 'cara', 'itu', 'si', 'gibran', 'bisa', 'masuk', 'jadi', 'wapres', 'saya', 'golput', 'saat', 'milu', 'saya', 'coblos', 'semua', 'd', 'jadi', 'turut', 'saya', 'kalau', 'negara', 'ini', 'jalan', 'cara', 'seperti', 'ini', 'tidak', 'akan', 'negara', 'indonesia', 'akan', 'emas', 'tahun', '2045', 'karena', 'perintah', 'penting', 'penting', 'golong', 'masing2']",-46,0
"Format ulang dulu baru bisa menjadi indonesia emas,,,",Format ulang dulu baru bisa menjadi indonesia emas,format ulang dulu baru bisa menjadi indonesia emas,format ulang dulu baru bisa menjadi indonesia emas,format ulang dulu baru bisa menjadi indonesia emas,"['format', 'ulang', 'dulu', 'baru', 'bisa', 'menjadi', 'indonesia', 'emas']","['format', 'ulang', 'dulu', 'baru', 'bisa', 'jadi', 'indonesia', 'emas']","['format', 'ulang', 'dulu', 'baru', 'bisa', 'jadi', 'indonesia', 'emas']",-1,0
INDONESIA #PASTI BISA,INDONESIA BISA,indonesia bisa,indonesia bisa,indonesia bisa,"['indonesia', 'bisa']","['indonesia', 'bisa']","['indonesia', 'bisa']",0,1
Kelaszzz mond terus kan benerin sih rakyat byr pajak 100% dan setiap tahun bertambah.. Tp duit ny d pake buat fufufafa... Dan di balas sama pemerintah data Indonesia di heck,Kelaszzz mond terus kan benerin sih rakyat byr pajak 100 dan setiap tahun bertambah Tp duit ny d pake buat fufufafa Dan di balas sama pemerintah data Indonesia di heck,kelaszzz mond terus kan benerin sih rakyat byr pajak 100 dan setiap tahun bertambah tp duit ny d pake buat fufufafa dan di balas sama pemerintah data indonesia di heck,kelaszzz mond terus kan benerin sih rakyat byr pajak 100 dan setiap tahun bertambah tapi duit ny d pake buat fufufafa dan di balas sama pemerintah data indonesia di heck,kelaszzz mond terus kan benerin sih rakyat byr pajak 100 setiap tahun bertambah tapi duit ny d pake buat fufufafa balas sama pemerintah data indonesia heck,"['kelaszzz', 'mond', 'terus', 'kan', 'benerin', 'sih', 'rakyat', 'byr', 'pajak', '100', 'setiap', 'tahun', 'bertambah', 'tapi', 'duit', 'ny', 'd', 'pake', 'buat', 'fufufafa', 'balas', 'sama', 'pemerintah', 'data', 'indonesia', 'heck']","['kelaszzz', 'mond', 'terus', 'kan', 'benerin', 'sih', 'rakyat', 'byr', 'pajak', '100', 'tiap', 'tahun', 'tambah', 'tapi', 'duit', 'ny', 'd', 'pake', 'buat', 'fufufafa', 'balas', 'sama', 'perintah', 'data', 'indonesia', 'heck']","['kelaszzz', 'mond', 'terus', 'kan', 'benerin', 'sih', 'rakyat', 'byr', 'pajak', '100', 'tiap', 'tahun', 'tambah', 'tapi', 'duit', 'ny', 'd', 'pake', 'buat', 'fufufafa', 'balas', 'sama', 'perintah', 'data', 'indonesia', 'heck']",-1,0
Semoga tercapai target pemerintah 2045 Indonesia maju optimis,Semoga tercapai target pemerintah 2045 Indonesia maju optimis,semoga tercapai target pemerintah 2045 indonesia maju optimis,semoga tercapai target pemerintah 2045 indonesia maju optimis,semoga tercapai target pemerintah 2045 indonesia maju optimis,"['semoga', 'tercapai', 'target', 'pemerintah', '2045', 'indonesia', 'maju', 'optimis']","['moga', 'capai', 'target', 'perintah', '2045', 'indonesia', 'maju', 'optimis']","['moga', 'capai', 'target', 'perintah', '2045', 'indonesia', 'maju', 'optimis']",0,1
Seorang celloz sampe mangap gede banget pas nyinggung si anu 😂 mood banget😂,Seorang celloz sampe mangap gede banget pas nyinggung si anu mood banget,seorang celloz sampe mangap gede banget pas nyinggung si anu mood banget,seorang celloz sampe mangap gede banget pas nyinggung si anu mood banget,seorang celloz sampe mangap gede nyinggung si anu mood,"['seorang', 'celloz', 'sampe', 'mangap', 'gede', 'nyinggung', 'si', 'anu', 'mood']","['orang', 'celloz', 'sampe', 'mangap', 'gede', 'nyinggung', 'si', 'anu', 'mood']","['orang', 'celloz', 'sampe', 'mangap', 'gede', 'nyinggung', 'si', 'anu', 'mood']",-1,0
"Selamat ulang tahun negara tetangga Indonesia, salam dari Timor-Leste❤🇮🇩🇹🇱",Selamat ulang tahun negara tetangga Indonesia salam dari TimorLeste,selamat ulang tahun negara tetangga indonesia salam dari timorleste,selamat ulang tahun negara tetangga indonesia salam dari timorleste,selamat ulang tahun negara tetangga indonesia salam dari timorleste,"['selamat', 'ulang', 'tahun', 'negara', 'tetangga', 'indonesia', 'salam', 'dari', 'timorleste']","['selamat', 'ulang', 'tahun', 'negara', 'tetangga', 'indonesia', 'salam', 'dari', 'timorleste']","['selamat', 'ulang', 'tahun', 'negara', 'tetangga', 'indonesia', 'salam', 'dari', 'timorleste']",2,1
Kalian percaya yang mana? 😂😂😂😂,Kalian percaya yang mana,kalian percaya yang mana,kalian percaya yang mana,kalian percaya mana,"['kalian', 'percaya', 'mana']","['kalian', 'percaya', 'mana']","['kalian', 'percaya', 'mana']",2,1
"Ngeliat dari mana nya lu los??
Bonus demografi hanya fisiknya saja,, kalo iq nya banyak yg zonk,,, anak2 penerus generasi banyak yg ngedrugs, mabuk, sex bebas, bucin, dan ngeslot juga., jujur sih gua agak psimis 2045 Indonesia emas.,
Karena menurut gua indikator nomor satu untuk kemajuan suatu bangsa ya manusia nya, bukan sumber daya alamnya.",Ngeliat dari mana nya lu los Bonus demografi hanya fisiknya saja kalo iq nya banyak yg zonk anak2 penerus generasi banyak yg ngedrugs mabuk sex bebas bucin dan ngeslot juga jujur sih gua agak psimis 2045 Indonesia emas Karena menurut gua indikator nomor satu untuk kemajuan suatu bangsa ya manusia nya bukan sumber daya alamnya,ngeliat dari mana nya lu los bonus demografi hanya fisiknya saja kalo iq nya banyak yg zonk anak2 penerus generasi banyak yg ngedrugs mabuk sex bebas bucin dan ngeslot juga jujur sih gua agak psimis 2045 indonesia emas karena menurut gua indikator nomor satu untuk kemajuan suatu bangsa ya manusia nya bukan sumber daya alamnya,ngeliat dari mana nya lu los bonus demografi hanya fisiknya saja kalo iq nya banyak yang zonk anak2 penerus generasi banyak yang ngedrugs mabuk sex bebas bucin dan ngeslot juga jujur sih gua agak psimis 2045 indonesia emas karena menurut gua indikator nomor satu untuk kemajuan suatu bangsa ya manusia nya bukan sumber daya alamnya,ngeliat dari mana lu los bonus demografi hanya fisiknya saja kalo iq banyak zonk anak2 penerus generasi banyak ngedrugs mabuk sex bebas bucin ngeslot juga jujur sih gua agak psimis 2045 indonesia emas karena menurut gua indikator nomor satu kemajuan suatu bangsa manusia bukan sumber daya alamnya,"['ngeliat', 'dari', 'mana', 'lu', 'los', 'bonus', 'demografi', 'hanya', 'fisiknya', 'saja', 'kalo', 'iq', 'banyak', 'zonk', 'anak2', 'penerus', 'generasi', 'banyak', 'ngedrugs', 'mabuk', 'sex', 'bebas', 'bucin', 'ngeslot', 'juga', 'jujur', 'sih', 'gua', 'agak', 'psimis', '2045', 'indonesia', 'emas', 'karena', 'menurut', 'gua', 'indikator', 'nomor', 'satu', 'kemajuan', 'suatu', 'bangsa', 'manusia', 'bukan', 'sumber', 'daya', 'alamnya']","['ngeliat', 'dari', 'mana', 'lu', 'los', 'bonus', 'demografi', 'hanya', 'fisik', 'saja', 'kalo', 'iq', 'banyak', 'zonk', 'anak2', 'terus', 'generasi', 'banyak', 'ngedrugs', 'mabuk', 'sex', 'bebas', 'bucin', 'ngeslot', 'juga', 'jujur', 'sih', 'gua', 'agak', 'psimis', '2045', 'indonesia', 'emas', 'karena', 'turut', 'gua', 'indikator', 'nomor', 'satu', 'maju', 'suatu', 'bangsa', 'manusia', 'bukan', 'sumber', 'daya', 'alam']","['ngeliat', 'dari', 'mana', 'lu', 'los', 'bonus', 'demografi', 'hanya', 'fisik', 'saja', 'kalo', 'iq', 'banyak', 'zonk', 'anak2', 'terus', 'generasi', 'banyak', 'ngedrugs', 'mabuk', 'sex', 'bebas', 'bucin', 'ngeslot', 'juga', 'jujur', 'sih', 'gua', 'agak', 'psimis', '2045', 'indonesia', 'emas', 'karena', 'turut', 'gua', 'indikator', 'nomor', 'satu', 'maju', 'suatu', 'bangsa', 'manusia', 'bukan', 'sumber', 'daya', 'alam']",-21,0
"Dia patut di ""kosek"" Botaknya... 😂",Dia patut di kosek Botaknya,dia patut di kosek botaknya,dia patut di kosek botaknya,dia patut kosek botaknya,"['dia', 'patut', 'kosek', 'botaknya']","['dia', 'patut', 'kosek', 'botak']","['dia', 'patut', 'kosek', 'botak']",-6,0
Halllaaaaahhhh....nyerempet mulu lu,Halllaaaaahhhhnyerempet mulu lu,halllaaaaahhhhnyerempet mulu lu,halllaaaaahhhhnyerempet mulu lu,halllaaaaahhhhnyerempet mulu lu,"['halllaaaaahhhhnyerempet', 'mulu', 'lu']","['halllaaaaahhhhnyerempet', 'mulu', 'lu']","['halllaaaaahhhhnyerempet', 'mulu', 'lu']",1,1
"NGIMPI LU LOSSS, MKNYA JGN KEBANYAKAN TIKTOD",NGIMPI LU LOSSS MKNYA JGN KEBANYAKAN TIKTOD,ngimpi lu losss mknya jgn kebanyakan tiktod,ngimpi lu losss mknya jgn kebanyakan tiktod,ngimpi lu losss mknya jgn kebanyakan tiktod,"['ngimpi', 'lu', 'losss', 'mknya', 'jgn', 'kebanyakan', 'tiktod']","['ngimpi', 'lu', 'losss', 'mknya', 'jgn', 'banyak', 'tiktod']","['ngimpi', 'lu', 'losss', 'mknya', 'jgn', 'banyak', 'tiktod']",0,1
"Saya yakin Indonesia bisa ,  tetap pendidikan memegang peranan penting agar anak anak yang sekarang mengantarkan  Indonesia menuju Indonesia emas 2024",Saya yakin Indonesia bisa tetap pendidikan memegang peranan penting agar anak anak yang sekarang mengantarkan Indonesia menuju Indonesia emas 2024,saya yakin indonesia bisa tetap pendidikan memegang peranan penting agar anak anak yang sekarang mengantarkan indonesia menuju indonesia emas 2024,saya yakin indonesia bisa tetap pendidikan memegang peranan penting agar anak anak yang sekarang mengantarkan indonesia menuju indonesia emas 2024,saya yakin indonesia bisa tetap pendidikan memegang peranan penting agar anak anak sekarang mengantarkan indonesia menuju indonesia emas 2024,"['saya', 'yakin', 'indonesia', 'bisa', 'tetap', 'pendidikan', 'memegang', 'peranan', 'penting', 'agar', 'anak', 'anak', 'sekarang', 'mengantarkan', 'indonesia', 'menuju', 'indonesia', 'emas', '2024']","['saya', 'yakin', 'indonesia', 'bisa', 'tetap', 'didik', 'pegang', 'peran', 'penting', 'agar', 'anak', 'anak', 'sekarang', 'antar', 'indonesia', 'tuju', 'indonesia', 'emas', '2024']","['saya', 'yakin', 'indonesia', 'bisa', 'tetap', 'didik', 'pegang', 'peran', 'penting', 'agar', 'anak', 'anak', 'sekarang', 'antar', 'indonesia', 'tuju', 'indonesia', 'emas', '2024']",-10,0
